,away_team,away_team_errors,away_team_hits,away_team_runs,date,hits_against,runs_against,away_team_win,home,season_hits_for,season_hits_against,season_runs_for,season_runs_against,season_errors,season_wins
2267,Chicago White Sox,0,7,3,9/21/16,10,8,0,0,699,687,323,367,45,31
2268,Houston Astros,1,9,6,9/21/16,7,5,1,0,685,713,379,378,38,39
2269,Atlanta Braves,0,9,4,9/21/16,7,3,1,0,659,677,297,361,40,34
2270,Pittsburgh Pirates,0,9,4,9/21/16,7,1,1,0,667,705,358,346,41,39
2271,Washington Nationals,0,8,8,9/21/16,4,3,1,0,682,595,369,288,34,42
2272,San Francisco Giants,1,7,3,9/21/16,12,9,0,0,657,594,325,298,45,40
2273,St. Louis Cardinals,2,8,1,9/21/16,12,11,0,0,702,673,412,329,51,47
2274,Kansas City Royals,0,7,3,9/21/16,13,4,0,0,649,618,271,311,46,32
2275,Cincinnati Reds,1,6,2,9/21/16,15,9,0,0,627,665,310,402,44,26
2276,Boston Red Sox,0,6,5,9/21/16,4,1,1,0,694,549,372,287,35,41
2277,New York Yankees,0,8,0,9/22/16,7,2,0,0,673,633,307,339,40,35
2278,San Francisco Giants,1,6,2,9/22/16,6,1,1,0,664,606,328,307,46,40
2279,Philadelphia Phillies,1,9,8,9/22/16,11,9,0,0,627,673,298,365,38,33
2280,Detroit Tigers,0,6,4,9/22/16,4,2,1,0,708,692,347,352,41,38
2281,Detroit Tigers,1,9,9,9/22/16,5,2,1,0,714,696,351,354,41,39
2282,Pittsburgh Pirates,0,5,1,9/22/16,4,3,0,0,676,712,362,347,41,40
2283,Atlanta Braves,1,7,6,9/22/16,6,3,1,0,668,684,301,364,40,35
2284,Colorado Rockies,0,7,4,9/22/16,9,7,0,0,631,616,320,334,46,32
2285,Los Angeles Angels of Anaheim,1,5,2,9/22/16,8,0,1,0,698,726,357,362,46,31
2286,Kansas City Royals,0,6,2,9/22/16,5,5,0,0,656,631,274,315,46,32
2287,Boston Red Sox,0,9,5,9/22/16,6,3,1,0,700,553,377,288,35,42
2288,New York Yankees,2,3,0,9/23/16,13,9,0,0,681,640,307,341,40,35
2289,Boston Red Sox,0,9,2,9/23/16,6,1,1,0,709,559,382,291,35,43
2290,San Francisco Giants,0,4,2,9/23/16,8,7,0,0,670,612,330,308,47,41
2291,Washington Nationals,0,13,5,9/23/16,12,6,0,0,690,599,377,291,34,43
2292,Texas Rangers,0,4,3,9/23/16,7,0,1,0,673,659,331,359,42,40
2293,Philadelphia Phillies,2,10,5,9/23/16,10,10,0,0,636,684,306,374,39,33
2294,Seattle Mariners,0,13,10,9/23/16,5,1,1,0,688,663,362,340,42,38
2295,Cincinnati Reds,1,9,4,9/23/16,8,5,0,0,633,680,312,411,45,26
2296,Atlanta Braves,0,9,3,9/23/16,3,2,1,0,675,690,307,367,41,36
2297,Colorado Rockies,0,8,2,9/23/16,8,5,0,0,638,625,324,341,46,32
2298,Los Angeles Angels of Anaheim,2,12,10,9/23/16,8,6,1,0,703,734,359,362,47,32
2299,Kansas City Royals,3,11,3,9/23/16,9,8,0,0,662,636,276,320,46,32
2300,Chicago White Sox,2,7,4,9/23/16,13,10,0,0,706,697,326,375,45,31
2301,St. Louis Cardinals,0,5,0,9/23/16,9,5,0,0,710,685,413,340,53,47
2302,Arizona Diamondbacks,2,9,2,9/23/16,9,3,0,0,661,661,315,373,54,34
2303,New York Yankees,0,3,0,9/24/16,6,3,0,0,684,653,307,350,42,35
2304,Boston Red Sox,0,8,6,9/24/16,11,4,1,0,718,565,384,292,35,44
2305,San Francisco Giants,1,12,9,9/24/16,8,6,1,0,674,620,332,315,47,41
2306,Washington Nationals,0,12,6,9/24/16,8,1,1,0,703,611,382,297,34,43
2307,Texas Rangers,0,9,5,9/24/16,5,0,1,0,677,666,334,359,42,41
2308,Philadelphia Phillies,2,17,10,9/24/16,11,8,1,0,646,694,311,384,41,33
2309,Seattle Mariners,0,5,2,9/24/16,3,3,0,0,701,668,372,341,42,39
2310,Cincinnati Reds,0,10,6,9/24/16,6,1,1,0,642,688,316,416,46,26
2311,Atlanta Braves,0,8,4,9/24/16,9,6,0,0,684,693,310,369,41,37
2312,Colorado Rockies,3,6,1,9/24/16,13,14,0,0,646,633,326,346,46,32
2313,Los Angeles Angels of Anaheim,1,12,10,9/24/16,8,4,1,0,715,742,369,368,49,33
2314,Kansas City Royals,1,10,7,9/24/16,14,4,1,0,673,645,279,328,49,32
2315,Chicago White Sox,1,15,8,9/24/16,8,1,1,0,713,710,330,385,47,31
2316,St. Louis Cardinals,0,14,10,9/24/16,8,4,1,0,715,694,413,345,53,47
2317,Arizona Diamondbacks,2,7,1,9/24/16,10,6,0,0,670,670,317,376,56,34
2318,New York Yankees,1,8,3,9/25/16,9,4,0,0,687,659,307,353,42,35
2319,Boston Red Sox,0,8,3,9/25/16,7,2,1,0,726,576,390,296,35,45
2320,San Francisco Giants,0,7,3,9/25/16,8,4,0,0,686,628,341,321,48,42
2321,Washington Nationals,0,14,10,9/25/16,7,7,1,0,715,619,388,298,34,44
2322,Texas Rangers,0,5,1,9/25/16,13,7,0,0,686,671,339,359,42,42
2323,Philadelphia Phillies,0,3,0,9/25/16,14,17,0,0,663,705,321,392,43,34
2324,Seattle Mariners,0,6,4,9/25/16,9,3,1,0,706,671,374,344,42,39
2325,Cincinnati Reds,1,8,4,9/25/16,7,2,1,0,652,694,322,417,46,27
2326,Colorado Rockies,1,8,3,9/25/16,12,4,0,0,652,646,327,360,49,32
2327,Los Angeles Angels of Anaheim,0,7,1,9/25/16,9,4,0,0,727,750,379,372,50,34
2328,Kansas City Royals,0,19,12,9/25/16,17,9,1,0,683,659,286,332,50,33
2329,Chicago White Sox,0,6,3,9/25/16,2,0,1,0,728,718,338,386,48,32
2330,St. Louis Cardinals,0,5,1,9/25/16,8,3,0,0,729,702,423,349,53,48
2331,Arizona Diamondbacks,1,4,1,9/25/16,5,2,0,0,677,680,318,382,58,34
2332,Oakland Athletics,0,4,1,9/26/16,6,2,0,0,673,671,342,372,44,33
2333,Arizona Diamondbacks,0,13,14,9/26/16,8,4,1,0,681,685,319,384,59,34
2334,New York Yankees,1,11,7,9/26/16,6,5,1,0,695,668,310,357,43,35
2335,Milwaukee Brewers,1,10,8,9/26/16,8,3,1,0,606,681,302,354,67,29
2336,Cincinnati Reds,0,22,15,9/26/16,6,2,1,0,660,701,326,419,47,28
2337,Chicago Cubs,0,18,12,9/26/16,10,2,1,0,676,526,378,280,50,42
2338,New York Mets,0,7,3,9/26/16,14,7,0,0,644,691,300,297,40,39
2339,Seattle Mariners,0,12,4,9/26/16,10,3,1,0,712,680,378,347,42,40
2340,Cleveland Indians,0,8,7,9/26/16,10,4,1,0,616,589,299,300,45,37
2341,Tampa Bay Rays,0,9,1,9/26/16,11,7,0,0,653,664,335,343,48,29
2342,Arizona Diamondbacks,0,6,2,9/27/16,3,4,0,0,694,693,333,388,59,35
2343,Baltimore Orioles,1,8,1,9/27/16,9,5,0,0,671,666,344,362,37,35
2344,Milwaukee Brewers,1,10,4,9/27/16,7,6,0,0,616,689,310,357,68,30
2345,Cincinnati Reds,0,12,5,9/27/16,13,12,0,0,682,707,341,421,47,29
2346,Colorado Rockies,0,8,3,9/27/16,19,12,0,0,660,658,330,364,50,32
2347,Los Angeles Dodgers,1,5,1,9/27/16,6,7,0,0,667,609,356,341,42,37
2348,Chicago Cubs,2,8,6,9/27/16,8,4,1,0,694,536,390,282,50,43
2349,Boston Red Sox,0,10,4,9/27/16,14,6,0,0,734,583,393,298,35,46
2350,New York Mets,1,19,12,9/27/16,6,1,1,0,651,705,303,304,40,39
2351,Minnesota Twins,0,8,3,9/27/16,7,4,0,0,664,703,347,389,43,26
2352,Seattle Mariners,2,11,4,9/27/16,11,8,0,0,724,690,382,350,42,41
2353,Cleveland Indians,0,4,0,9/27/16,16,12,0,0,624,599,306,304,45,38
2354,Tampa Bay Rays,1,11,6,9/27/16,14,13,0,0,662,675,336,350,48,29
2355,Philadelphia Phillies,0,14,6,9/27/16,10,7,0,0,666,719,321,409,43,34
2356,Oakland Athletics,1,6,1,9/27/16,12,8,0,0,677,677,343,374,44,33
2357,Arizona Diamondbacks,0,8,3,9/28/16,5,0,1,0,700,696,335,392,59,35
2358,Baltimore Orioles,2,11,3,9/28/16,6,2,1,0,679,675,345,367,38,35
2359,Milwaukee Brewers,2,10,5,9/28/16,10,8,0,0,626,696,314,363,69,30
2360,Cincinnati Reds,0,10,2,9/28/16,7,1,1,0,694,720,346,433,47,29
2361,Colorado Rockies,0,9,2,9/28/16,5,0,1,0,668,677,333,376,50,32
2362,Los Angeles Dodgers,1,9,5,9/28/16,8,6,0,0,672,615,357,348,43,37
2363,Chicago Cubs,0,4,4,9/28/16,12,8,0,0,702,544,396,286,52,44
2364,Boston Red Sox,0,5,3,9/28/16,3,5,0,0,744,597,397,304,35,46
2365,New York Mets,1,10,5,9/28/16,7,2,1,0,670,711,315,305,41,40
2366,Minnesota Twins,1,8,2,9/28/16,8,5,0,0,672,710,350,393,43,26
2367,Seattle Mariners,0,15,12,9/28/16,11,4,1,0,735,701,386,358,44,41
2368,Cleveland Indians,0,7,3,9/28/16,8,6,0,0,628,615,306,316,45,38
2369,Tampa Bay Rays,0,3,0,9/28/16,5,1,0,0,673,689,342,363,49,29
2370,Philadelphia Phillies,1,4,2,9/28/16,13,12,0,0,680,729,327,416,43,34
2371,Oakland Athletics,2,9,6,9/28/16,10,8,0,0,683,689,344,382,45,33
2372,Arizona Diamondbacks,0,6,3,9/29/16,7,5,0,0,708,701,338,392,59,36
2373,Baltimore Orioles,0,9,4,9/29/16,3,0,1,0,690,681,348,369,40,36
2374,Cincinnati Reds,1,12,3,9/29/16,9,4,0,0,704,727,348,434,47,30
2375,Colorado Rockies,2,10,2,9/29/16,10,7,0,0,677,682,335,376,50,33
2376,Oakland Athletics,0,9,2,9/29/16,12,3,0,0,692,699,350,390,47,33
2377,Los Angeles Dodgers,2,15,9,9/29/16,14,4,1,0,681,623,362,354,44,37
2378,Chicago Cubs,1,4,1,9/29/16,2,1,0,0,706,556,400,294,52,44
2379,Boston Red Sox,0,4,1,9/29/16,8,5,0,0,749,600,400,309,35,46
2380,Minnesota Twins,0,13,7,9/29/16,13,6,1,0,680,718,352,398,44,26
2381,Tampa Bay Rays,0,11,5,9/29/16,8,3,1,0,676,694,342,364,49,29
2382,Philadelphia Phillies,0,9,2,9/29/16,7,5,0,0,684,742,329,428,44,34
2383,Los Angeles Dodgers,0,9,3,9/30/16,13,9,0,0,696,637,371,358,46,38
2384,Oakland Athletics,0,2,1,9/30/16,7,5,0,0,701,711,352,393,47,33
2385,New York Mets,0,9,5,9/30/16,7,1,1,0,680,718,320,307,42,41
2386,Baltimore Orioles,1,10,8,9/30/16,3,1,1,0,699,684,352,369,40,37
2387,Cleveland Indians,0,10,7,9/30/16,5,2,1,0,635,623,309,322,45,38
2388,Milwaukee Brewers,0,8,1,9/30/16,10,4,0,0,636,706,319,371,71,30
2389,Chicago Cubs,0,8,7,9/30/16,5,3,1,0,710,558,401,295,53,44
2390,Minnesota Twins,0,6,3,9/30/16,12,7,0,0,693,731,359,404,44,27
2391,Toronto Blue Jays,2,10,3,9/30/16,10,5,0,0,637,616,349,294,42,41
2392,Detroit Tigers,0,11,6,9/30/16,6,2,1,0,723,701,360,356,42,40
2393,San Diego Padres,0,9,3,9/30/16,6,5,0,0,601,669,326,370,52,29
2394,Houston Astros,1,8,1,9/30/16,6,7,0,0,694,720,385,383,39,40
2395,Miami Marlins,0,12,7,9/30/16,7,4,1,0,772,691,338,364,46,38
2396,Tampa Bay Rays,0,4,1,9/30/16,10,3,0,0,687,702,347,367,49,30
2397,Pittsburgh Pirates,2,5,0,9/30/16,7,7,0,0,681,716,363,350,41,40
2398,Miami Marlins,0,4,1,10/1/16,7,2,0,0,784,698,345,368,46,39
2399,Tampa Bay Rays,1,5,4,10/1/16,3,1,1,0,691,712,348,370,49,30
2400,Pittsburgh Pirates,0,7,3,10/1/16,11,4,0,0,686,723,363,357,43,40
2401,Los Angeles Dodgers,1,3,0,10/1/16,7,3,0,0,705,650,374,367,46,38
2402,Oakland Athletics,1,16,9,10/1/16,13,8,1,0,703,718,353,398,47,33
2403,New York Mets,0,11,5,10/1/16,8,3,1,0,689,725,325,308,42,42
2404,Baltimore Orioles,0,9,3,10/1/16,12,7,0,0,709,687,360,370,41,38
2405,Cleveland Indians,0,8,6,10/1/16,8,3,1,0,645,628,316,324,45,39
2406,Milwaukee Brewers,1,7,4,10/1/16,12,3,1,0,644,716,320,375,71,30
2407,Chicago Cubs,1,8,4,10/1/16,10,7,0,0,718,563,408,298,53,45
2408,Minnesota Twins,0,5,6,10/1/16,4,0,1,0,699,743,362,411,44,27
2409,Toronto Blue Jays,0,4,4,10/1/16,5,3,1,0,647,626,352,299,44,41
2410,Detroit Tigers,0,7,3,10/1/16,8,5,0,0,734,707,366,358,42,41
2411,San Diego Padres,3,11,5,10/1/16,10,9,0,0,610,675,329,375,52,29
2412,Houston Astros,0,10,3,10/1/16,4,0,1,0,702,726,386,390,40,40
2413,Miami Marlins,0,14,7,10/2/16,10,10,0,0,788,705,346,370,46,39
2414,Tampa Bay Rays,0,13,6,10/2/16,11,4,1,0,696,715,352,371,50,31
2415,Pittsburgh Pirates,2,9,4,10/2/16,12,10,0,0,693,734,366,361,43,40
2416,Los Angeles Dodgers,1,4,1,10/2/16,16,7,0,0,708,657,374,370,47,38
2417,Oakland Athletics,0,7,3,10/2/16,6,2,1,0,719,731,362,406,48,34
2418,New York Mets,3,8,2,10/2/16,10,5,0,0,700,733,330,311,42,43
2419,Baltimore Orioles,0,7,5,10/2/16,10,2,1,0,718,699,363,377,41,38
2420,Cleveland Indians,0,4,3,10/2/16,6,2,1,0,653,636,322,327,45,40
2421,Milwaukee Brewers,1,10,6,10/2/16,13,4,1,0,651,728,324,378,72,31
2422,Chicago Cubs,0,9,7,10/2/16,6,4,1,0,726,573,412,305,54,45
2423,Minnesota Twins,0,9,6,10/2/16,6,3,1,0,704,747,368,411,44,28
2424,Toronto Blue Jays,0,9,2,10/2/16,4,1,1,0,651,631,356,302,44,42
2425,Detroit Tigers,1,5,0,10/2/16,6,1,0,0,741,715,369,363,42,41
2426,San Diego Padres,0,7,2,10/2/16,9,3,0,0,621,685,334,384,55,29
2427,Houston Astros,0,7,1,10/2/16,9,8,0,0,712,730,389,390,40,41
2428,Baltimore Orioles,0,4,2,10/4/16,9,5,0,0,725,709,368,379,41,39
2429,San Francisco Giants,0,5,3,10/5/16,4,0,1,0,693,636,344,325,48,42
2430,Toronto Blue Jays,0,13,10,10/6/16,4,1,1,0,660,635,358,303,44,43
2431,Boston Red Sox,0,10,4,10/6/16,10,5,0,0,753,608,401,314,35,46
2432,Los Angeles Dodgers,1,8,4,10/7/16,9,3,1,0,712,673,375,377,48,38
2433,Toronto Blue Jays,0,6,5,10/7/16,13,3,1,0,673,639,368,304,44,44
2434,Boston Red Sox,1,3,0,10/7/16,9,6,0,0,763,618,405,319,35,46
2435,San Francisco Giants,0,6,0,10/7/16,3,1,0,0,698,640,347,325,48,43
2436,San Francisco Giants,1,6,2,10/8/16,9,5,0,0,704,643,347,326,48,43
2437,Los Angeles Dodgers,0,8,2,10/9/16,9,5,0,0,720,682,379,380,49,39
2438,Texas Rangers,1,4,6,10/9/16,10,7,0,0,691,684,340,366,42,42
2439,Chicago Cubs,2,10,5,10/10/16,13,6,0,0,735,579,419,309,54,46
2440,Washington Nationals,0,9,8,10/10/16,6,3,1,0,729,626,398,305,34,45
2441,Cleveland Indians,0,7,4,10/10/16,8,3,1,0,657,642,325,329,45,41
2442,Chicago Cubs,0,6,6,10/11/16,11,5,1,0,745,592,424,315,56,46
2443,Washington Nationals,0,8,5,10/11/16,7,6,0,0,738,632,406,308,34,46
2444,Los Angeles Dodgers,0,8,4,10/13/16,7,3,1,0,728,691,381,385,49,39
2445,Toronto Blue Jays,0,7,0,10/14/16,6,2,0,0,679,652,373,307,44,45
2446,Toronto Blue Jays,1,3,1,10/15/16,4,2,0,0,686,658,373,309,44,45
2447,Los Angeles Dodgers,0,9,4,10/15/16,9,8,0,0,736,698,385,388,49,40
2448,Los Angeles Dodgers,1,3,1,10/16/16,2,0,1,0,745,707,389,396,49,40
2449,Cleveland Indians,0,7,4,10/17/16,7,2,1,0,664,650,329,332,45,42
2450,Cleveland Indians,1,2,1,10/18/16,9,5,0,0,671,657,333,334,45,43
2451,Chicago Cubs,0,4,0,10/18/16,10,6,0,0,751,603,430,320,56,47
2452,Cleveland Indians,0,6,3,10/19/16,6,0,1,0,673,666,334,339,46,43
2453,Chicago Cubs,2,13,10,10/19/16,6,2,1,0,755,613,430,326,56,47
2454,Chicago Cubs,0,13,8,10/20/16,9,4,1,0,768,619,440,328,58,48
2455,Los Angeles Dodgers,1,2,0,10/22/16,7,5,0,0,748,709,390,396,50,41
2456,Chicago Cubs,0,7,0,10/25/16,10,6,0,0,781,628,448,332,58,49
2457,Chicago Cubs,0,9,5,10/26/16,4,1,1,0,788,638,448,338,58,49
2458,Cleveland Indians,1,8,1,10/28/16,5,0,1,0,679,672,337,339,46,44
2459,Cleveland Indians,0,10,7,10/29/16,7,2,1,0,687,677,338,339,47,45
2460,Cleveland Indians,1,6,2,10/30/16,7,3,0,0,697,684,345,341,47,46
2461,Chicago Cubs,0,13,9,11/1/16,6,3,1,0,797,642,453,339,58,50
2462,Chicago Cubs,3,13,8,11/2/16,11,7,1,0,810,648,462,342,58,51
